gene_standard_name,gene_name,gene_primary_dbid,cross_ref_id,homolog_standard_name,homolog_systematic_name,homolog_name,disease_identifier,disease_name,data_source,homolog_algorithm,homolog_algorithm_matches,homolog_algorithm_attempts
SRFBP1,serum response factor binding protein 1,153443,610479,BUD22,YMR014W,BUD site selection,,,DiOPT,PANTHER|OrthoFinder,2,9
SRM,spermidine synthase,6723,182891,SPE3,YPR069C,SPErmidine auxotroph,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SRP14,signal recognition particle 14kDa (homologous Alu RNA binding protein),6727,600708,SRP14,YDL092W,Signal Recognition Particle,,,DiOPT,PANTHER|OrthoFinder,2,9
SRP19,signal recognition particle 19kDa,6728,182175,SEC65,YML105C,SECretory,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|Ensembl Compara,5,9
SRPK1,SRSF protein kinase 1,6732,601939,SKY1,YMR216C,SRPK1-like Kinase in Yeast,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|OMA|SonicParanoid,6,9
SRSF5,serine/arginine-rich splicing factor 5,6430,600914,NPL3,YDR432W,Nuclear Protein Localization,,,DiOPT,Hieranoid|SonicParanoid|OrthoFinder,3,9
SSBP1,"single-stranded DNA binding protein 1, mitochondrial",6742,600439,RIM1,YCR028C-A,Replication In Mitochondria,,,DiOPT,PANTHER|OrthoFinder,2,9
STIP1,stress-induced phosphoprotein 1,10963,605063,STI1,YOR027W,STress Inducible,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
STK24,serine/threonine kinase 24,8428,604984,KIC1,YHR102W,Kinase that Interacts with Cdc31p,,,DiOPT,OrthoInspector|SonicParanoid|PANTHER,3,9
STON1,stonin 1,11037,605357,APM2,YHL019C,clathrin Adaptor Protein complex Medium chain,,,DiOPT,Ensembl Compara|PANTHER,2,9
STX10,syntaxin 10,8677,603765,TLG1,YDR468C,T-snare affecting a Late Golgi compartment,,,DiOPT,Hieranoid|PANTHER|OrthoFinder,3,9
STX11,syntaxin 11,8676,605014,SSO1,YPL232W,Supressor of Sec One,603552,"HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4; FHL4",DiOPT,Ensembl Compara|InParanoid|PANTHER,3,9
STX11,syntaxin 11,8676,605014,SSO2,YMR183C,Supressor of Sec One,603552,"HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4; FHL4",DiOPT,InParanoid|PANTHER|Ensembl Compara,3,9
STX3,syntaxin 3,6809,600876,SSO1,YPL232W,Supressor of Sec One,,,DiOPT,Ensembl Compara|InParanoid|OMA|PANTHER,4,9
STX3,syntaxin 3,6809,600876,SSO2,YMR183C,Supressor of Sec One,,,DiOPT,InParanoid|OMA|Ensembl Compara|PANTHER,4,9
STX5,syntaxin 5,6811,603189,SED5,YLR026C,Suppressor of Erd2 Deletion,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
SUB1,"SUB1 homolog, transcriptional regulator",10923,600503,SUB1,YMR039C,SUppressor of TFIIB mutations,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|SonicParanoid|Ensembl Compara,6,9
SUMO1,small ubiquitin-like modifier 1,7341,601912,SMT3,YDR510W,Suppressor of Mif Two,613705,OROFACIAL CLEFT 10; OFC10,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
SUPT4H1,"SPT4 homolog, DSIF elongation factor subunit",6827,603555,SPT4,YGR063C,SuPpressor of Ty's,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
SUZ12,SUZ12 polycomb repressive complex 2 subunit,23512,606245,NPL6,YMR091C,Nuclear Protein Localization,,,DiOPT,Ensembl Compara|PANTHER,2,9
SYNJ2,synaptojanin 2,8871,609410,INP52,YNL106C,INositol polyphosphate 5-Phosphatase,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
SYNJ2,synaptojanin 2,8871,609410,INP53,YOR109W,INositol polyphosphate 5-Phosphatase,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
TACO1,translational activator of mitochondrially encoded cytochrome c oxidase I,51204,612958,DPC29,YGR021W,Delta-Psi dependent mitochondrial import and Cleavage protein of ~29 kDa,220110,MITOCHONDRIAL COMPLEX IV DEFICIENCY,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|Ensembl Compara,7,9
TADA2A,transcriptional adaptor 2A,6871,602276,ADA2,YDR448W,transcriptional ADAptor,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid,5,9
TAF1,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa",6872,313650,TAF1,YGR274C,TATA binding protein-Associated Factor,314250,"DYSTONIA 3, TORSION, X-LINKED; DYT3",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|SonicParanoid,6,9
TAF10,"TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa",6881,600475,TAF10,YDR167W,TATA binding protein-Associated Factor,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara,7,9
TAF13,"TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa",6884,600774,TAF13,YML098W,TATA binding protein-Associated Factor,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|Ensembl Compara,5,9
TAF6L,"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa",10629,602946,TAF6,YGL112C,TATA binding protein-Associated Factor,,,DiOPT,PANTHER|Ensembl Compara|OrthoFinder,3,9
TAF9,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa",6880,600822,TAF9,YMR236W,TATA binding protein-Associated Factor,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,7,9
TAGLN2,transgelin 2,8407,604634,SCP1,YOR367W,S. cerevisiae CalPonin,,,DiOPT,OrthoInspector|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,6,9
TALDO1,transaldolase 1,6888,602063,NQM1,YGR043C,Non-Quiescent Mutant,606003,TRANSALDOLASE DEFICIENCY,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
TALDO1,transaldolase 1,6888,602063,TAL1,YLR354C,TransALdolase,606003,TRANSALDOLASE DEFICIENCY,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
TAPT1,transmembrane anterior posterior transformation 1,202018,612758,EMP65,YER140W,ER Membrane Protein of 65 kDa,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|Ensembl Compara,7,9
TARS2,"threonyl-tRNA synthetase 2, mitochondrial (putative)",80222,612805,THS1,YIL078W,THreonyl tRNA Synthetase,615918,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21; COXPD21,DiOPT,PhylomeDB|PANTHER|OrthoFinder|Hieranoid|Ensembl Compara,5,9
TBCB,tubulin folding cofactor B,1155,601303,ALF1,YNL148C,ALpha tubulin Folding,,,DiOPT,InParanoid|Hieranoid|OrthoInspector,3,9
TCEA3,"transcription elongation factor A (SII), 3",6920,604128,DST1,YGL043W,DNA Strand Transfer,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
TELO2,telomere maintenance 2,9894,611140,TEL2,YGR099W,TELomere maintenance,,,DiOPT,Ensembl Compara|Hieranoid|PANTHER|OrthoFinder,4,9
TFE3,transcription factor binding to IGHM enhancer 3,7030,314310,RTG3,YBL103C,ReTroGrade regulation,300854,"RENAL CELL CARCINOMA, Xp11-ASSOCIATED; RCCX1",DiOPT,PANTHER|Ensembl Compara|OrthoFinder,3,9
TFEC,transcription factor EC,22797,604732,RTG3,YBL103C,ReTroGrade regulation,,,DiOPT,PANTHER|Ensembl Compara|OrthoFinder,3,9
TFIP11,tuftelin interacting protein 11,24144,612747,SPP382,YLR424W,Suppressor of PrP38 #2,,,DiOPT,InParanoid|SonicParanoid|PANTHER|OrthoFinder,4,9
TFR2,transferrin receptor 2,7036,604720,TRE1,YPL176C,Transferrin REceptor like,604250,"HEMOCHROMATOSIS, TYPE 3; HFE3",DiOPT,PANTHER|SonicParanoid|Ensembl Compara|OrthoFinder,4,9
TFR2,transferrin receptor 2,7036,604720,TRE2,YOR256C,Transferrrin REceptor like,604250,"HEMOCHROMATOSIS, TYPE 3; HFE3",DiOPT,Ensembl Compara|SonicParanoid|PANTHER|OrthoFinder,4,9
TFR2,transferrin receptor 2,7036,604720,VPS70,YJR126C,Vacuolar Protein Sorting,604250,"HEMOCHROMATOSIS, TYPE 3; HFE3",DiOPT,OrthoInspector|PANTHER|SonicParanoid|Ensembl Compara,4,9
TGFBI,"transforming growth factor, beta-induced, 68kDa",7045,601692,,YLR001C,,608470,"CORNEAL DYSTROPHY, REIS-BUCKLERS TYPE; CDRB",DiOPT,Hieranoid|SonicParanoid|PANTHER,3,9
TGFBI,"transforming growth factor, beta-induced, 68kDa",7045,601692,,YLR001C,,608471,"CORNEAL DYSTROPHY, LATTICE TYPE IIIA; CDL3A",DiOPT,Hieranoid|SonicParanoid|PANTHER,3,9
TGFBI,"transforming growth factor, beta-induced, 68kDa",7045,601692,,YLR001C,,602082,"CORNEAL DYSTROPHY, THIEL-BEHNKE TYPE; CDTB",DiOPT,Hieranoid|SonicParanoid|PANTHER,3,9
TGFBI,"transforming growth factor, beta-induced, 68kDa",7045,601692,,YLR001C,,607541,"CORNEAL DYSTROPHY, AVELLINO TYPE; CDA",DiOPT,Hieranoid|SonicParanoid|PANTHER,3,9
TGFBI,"transforming growth factor, beta-induced, 68kDa",7045,601692,,YLR001C,,121900,"CORNEAL DYSTROPHY, GROENOUW TYPE I; CDGG1",DiOPT,Hieranoid|SonicParanoid|PANTHER,3,9
TGFBI,"transforming growth factor, beta-induced, 68kDa",7045,601692,,YLR001C,,121820,"CORNEAL DYSTROPHY, EPITHELIAL BASEMENT MEMBRANE; EBMD",DiOPT,Hieranoid|SonicParanoid|PANTHER,3,9
TGFBI,"transforming growth factor, beta-induced, 68kDa",7045,601692,,YLR001C,,122200,"CORNEAL DYSTROPHY, LATTICE TYPE I; LCD1",DiOPT,Hieranoid|SonicParanoid|PANTHER,3,9
TGFBRAP1,transforming growth factor beta receptor associated protein 1,9392,606237,VAM6,YDL077C,VAcuolar Morphogenesis,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder,3,9
TIMM17A,translocase of inner mitochondrial membrane 17 homolog A (yeast),10440,605057,TIM17,YJL143W,Translocase of the Inner Mitochondrial membrane,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
TIPRL,TOR signaling pathway regulator,261726,611807,TIP41,YPR040W,Tap42 Interacting Protein,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
TKT,transketolase,7086,606781,TKL1,YPR074C,TransKetoLase,,,DiOPT,OrthoInspector|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
TKT,transketolase,7086,606781,TKL2,YBR117C,TransKetoLase,,,DiOPT,OrthoInspector|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
TMBIM1,transmembrane BAX inhibitor motif containing 1,64114,610364,BXI1,YNL305C,BaX Inhibitor,,,DiOPT,InParanoid|OrthoInspector|OMA|Ensembl Compara,4,9
TMEM14C,transmembrane protein 14C,51522,615318,TMH11,YJR085C,TMem14 Homolog of 11 kDa,,,DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
TMEM165,transmembrane protein 165,55858,614726,GDT1,YBR187W,Gcr1 Dependent Translation factor,614727,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIk; CDG2K",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
TMEM50A,transmembrane protein 50A,23585,605348,VPS68,YOL129W,Vacuolar Protein Sorting,,,DiOPT,Hieranoid|PANTHER|Ensembl Compara|OrthoFinder,4,9
TOMM40,translocase of outer mitochondrial membrane 40 homolog (yeast),10452,608061,TOM40,YMR203W,Translocase of the Outer Mitochondrial membrane,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
TOP2A,topoisomerase (DNA) II alpha,7153,126430,TOP2,YNL088W,TOPoisomerase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
TRAPPC1,trafficking protein particle complex 1,58485,610969,BET5,YML077W,Blocked Early in Transport,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
TRAPPC3,trafficking protein particle complex 3,27095,610955,BET3,YKR068C,Blocked Early in Transport,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
TRAPPC3L,trafficking protein particle complex 3-like,100128327,614137,BET3,YKR068C,Blocked Early in Transport,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
TRAPPC8,trafficking protein particle complex 8,22878,614136,TRS85,YDR108W,TRapp Subunit,,,DiOPT,Ensembl Compara|OrthoFinder,2,9
TRIAP1,TP53 regulated inhibitor of apoptosis 1,51499,614943,MDM35,YKL053C-A,Mitochondrial Distribution and Morphology,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,7,9
TRPV1,"transient receptor potential cation channel, subfamily V, member 1",7442,602076,YVC1,YOR087W,Yeast Vacuolar Conductance,,,DiOPT,PANTHER|Ensembl Compara,2,9
TRPV2,"transient receptor potential cation channel, subfamily V, member 2",51393,606676,YVC1,YOR087W,Yeast Vacuolar Conductance,,,DiOPT,Ensembl Compara|PANTHER,2,9
TSEN2,TSEN2 tRNA splicing endonuclease subunit,80746,608753,SEN2,YLR105C,Splicing ENdonuclease,612389,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2B; PCH2B",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara,7,9
TSG101,tumor susceptibility 101,7251,601387,STP22,YCL008C,STerile Pseudoreversion,114480,BREAST CANCER,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|OMA|Ensembl Compara,6,9
TUBB4B,"tubulin, beta 4B class IVb",10383,602660,TUB2,YFL037W,TUBulin,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,7,9
TUBG1,"tubulin, gamma 1",7283,191135,TUB4,YLR212C,TUBulin,615412,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4; CDCBM4",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
TUBG2,"tubulin, gamma 2",27175,605785,TUB4,YLR212C,TUBulin,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
TWF1,twinfilin actin binding protein 1,5756,610932,TWF1,YGR080W,TWinFilin,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
TXN,thioredoxin,7295,187700,TRX1,YLR043C,ThioRedoXin,,,DiOPT,OrthoInspector|InParanoid|Hieranoid|OMA|SonicParanoid,5,9
TXN,thioredoxin,7295,187700,TRX2,YGR209C,ThioRedoXin,,,DiOPT,OrthoInspector|InParanoid|Hieranoid|OMA|SonicParanoid,5,9
TXNDC9,thioredoxin domain containing 9,10190,612564,PLP1,YDR183W,Phosducin-Like Protein,,,DiOPT,InParanoid|OrthoInspector|OMA,3,9
UBA3,ubiquitin-like modifier activating enzyme 3,9039,603172,UBA3,YPR066W,UBiquitin-like protein-Activating enzyme,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
UBE2A,ubiquitin-conjugating enzyme E2A,7319,312180,RAD6,YGL058W,RADiation sensitive,300860,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
UBE2C,ubiquitin-conjugating enzyme E2C,11065,605574,UBC11,YOR339C,UBiquitin Carrier,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
UBE2K,ubiquitin-conjugating enzyme E2K,3093,602846,UBC1,YDR177W,UBiquitin-Conjugating,,,DiOPT,PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
UBE2N,ubiquitin-conjugating enzyme E2N,7334,603679,UBC13,YDR092W,UBiquitin-Conjugating,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
UBE2V2,ubiquitin-conjugating enzyme E2 variant 2,7336,603001,MMS2,YGL087C,Methyl MethaneSulfonate sensitivity,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
UBE3D,ubiquitin protein ligase E3D,90025,612495,IPA1,YJR141W,Important for cleavage and PolyAdenylation,,,DiOPT,PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,6,9
UBR2,ubiquitin protein ligase E3 component n-recognin 2,23304,609134,UBR1,YGR184C,,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,7,9
UBR2,ubiquitin protein ligase E3 component n-recognin 2,23304,609134,UBR2,YLR024C,,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|Ensembl Compara,5,9
UBR3,ubiquitin protein ligase E3 component n-recognin 3 (putative),130507,613831,UBR1,YGR184C,,,,DiOPT,Ensembl Compara|OrthoInspector|PANTHER,3,9
UBR3,ubiquitin protein ligase E3 component n-recognin 3 (putative),130507,613831,UBR2,YLR024C,,,,DiOPT,OrthoInspector|PANTHER|Ensembl Compara,3,9
UCHL3,ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase),7347,603090,YUH1,YJR099W,Yeast Ubiquitin Hydrolase,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
UGT1A3,"UDP glucuronosyltransferase 1 family, polypeptide A3",54659,606428,ATG26,YLR189C,AuTophaGy related,,,DiOPT,Ensembl Compara|PANTHER,2,9
UNC45A,unc-45 myosin chaperone A,55898,611219,SHE4,YOR035C,Swi5p-dependent HO Expression,,,DiOPT,Hieranoid|PANTHER|OrthoFinder,3,9
UPF2,UPF2 regulator of nonsense transcripts homolog (yeast),26019,605529,NMD2,YHR077C,Nonsense-mediated MRNA Decay,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",7386,191327,RIP1,YEL024W,Rieske Iron-sulfur Protein,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
UQCRQ,"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa",27089,612080,QCR8,YJL166W,ubiQuinol-cytochrome C oxidoReductase,615159,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 4; MC3DN4",DiOPT,Ensembl Compara|Hieranoid|PANTHER|OrthoFinder,4,9
USP14,ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase),9097,607274,UBP6,YFR010W,UBiquitin-specific Protease,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
UTP15,"UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)",84135,616194,UTP15,YMR093W,U Three Protein,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
UTP18,UTP18 small subunit (SSU) processome component,51096,612816,UTP18,YJL069C,U Three Protein,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
UTP3,"UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)",57050,611614,SAS10,YDL153C,Something About Silencing,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|Ensembl Compara,6,9
VAPA,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa",9218,605703,SCS2,YER120W,Suppressor of Choline Sensitivity,,,DiOPT,InParanoid|OrthoInspector|SonicParanoid|PANTHER,4,9
VAPA,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa",9218,605703,SCS22,YBL091C-A,Suppressor of Choline Sensitivity,,,DiOPT,InParanoid|OrthoInspector|SonicParanoid|PANTHER,4,9
VBP1,von Hippel-Lindau binding protein 1,7411,300133,PAC10,YGR078C,Perish in the Absence of Cin8p,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
VCP,valosin containing protein,7415,601023,CDC48,YDL126C,Cell Division Cycle,613954,AMYOTROPHIC LATERAL SCLEROSIS 14 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA; ALS14,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
VCP,valosin containing protein,7415,601023,CDC48,YDL126C,Cell Division Cycle,167320,INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 1; IBMPFD1,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
VPS26A,VPS26 retromer complex component A,9559,605506,PEP8,YJL053W,carboxyPEPtidase Y-deficient,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
VPS29,VPS29 retromer complex component,51699,606932,VPS29,YHR012W,Vacuolar Protein Sorting,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
VPS45,vacuolar protein sorting 45 homolog (S. cerevisiae),11311,610035,VPS45,YGL095C,Vacuolar Protein Sorting,615285,"NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE; SCN5",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
VPS72,vacuolar protein sorting 72 homolog (S. cerevisiae),6944,600607,VPS72,YDR485C,Vacuolar Protein Sorting,,,DiOPT,Ensembl Compara|InParanoid|Hieranoid|PANTHER,4,9
VTA1,vesicle (multivesicular body) trafficking 1,51534,610902,VTA1,YLR181C,VpsTwenty Associated,,,DiOPT,PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid,5,9
WDHD1,WD repeat and HMG-box DNA binding protein 1,11169,608126,CTF4,YPR135W,Chromosome Transmission Fidelity,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|Ensembl Compara,8,9
WDR45B,WD repeat domain 45B,56270,609226,HSV2,YGR223C,Homologous with SVP1,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
WWOX,WW domain containing oxidoreductase,51741,605131,ENV9,YOR246C,late ENdosome and Vacuole interface function,133239,"ESOPHAGEAL CANCER ESOPHAGEAL SQUAMOUS CELL CARCINOMA, SUSCEPTIBILITY TO, INCLUDED",DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,6,9
WWOX,WW domain containing oxidoreductase,51741,605131,ENV9,YOR246C,late ENdosome and Vacuole interface function,616211,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 28; EIEE28",DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,6,9
WWOX,WW domain containing oxidoreductase,51741,605131,ENV9,YOR246C,late ENdosome and Vacuole interface function,614322,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 12; SCAR12",DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,6,9
XAB2,XPA binding protein 2,56949,610850,SYF1,YDR416W,SYnthetic lethal with cdcForty,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
